customer_id,onboarding_date,onboarding_channel,customer_segment,region,is_active,primary_branch_id
330,2025-10-07,digital,affluent,West,True,
331,2025-02-13,branch,mass,North,False,10.0
332,2025-06-30,branch,mass,East,True,12.0
333,2021-05-05,digital,mass,North,True,
334,2022-12-31,digital,mass,East,False,
335,2024-11-22,branch,mass,South,True,9.0
336,2024-05-20,branch,SME,East,True,17.0
337,2021-06-10,branch,mass,South,False,23.0
338,2021-06-13,branch,mass,East,True,12.0
339,2025-03-27,branch,mass,South,True,2.0
340,2021-06-18,branch,mass,South,True,9.0
341,2023-10-21,branch,affluent,West,True,12.0
342,2022-04-08,branch,mass,East,True,25.0
343,2025-04-30,digital,mass,West,True,
344,2021-10-11,digital,mass,South,True,
345,2024-06-05,branch,affluent,West,True,22.0
346,2025-07-19,digital,mass,North,True,
347,2021-01-30,digital,SME,West,True,
348,2024-03-20,branch,mass,East,True,3.0
349,2023-12-29,branch,mass,West,True,22.0
350,2023-04-05,branch,mass,North,True,1.0
351,2022-10-14,branch,mass,West,True,23.0
352,2024-01-24,digital,mass,South,True,
353,2022-03-14,branch,mass,South,False,24.0
354,2022-03-14,branch,mass,South,True,21.0
355,2022-05-24,digital,mass,East,True,
356,2025-01-06,digital,mass,West,False,
357,2021-12-26,branch,mass,South,True,19.0
358,2024-08-21,digital,affluent,West,True,
359,2022-12-14,digital,mass,North,True,
360,2023-04-10,digital,mass,North,True,
361,2024-08-14,branch,mass,East,True,23.0
362,2024-12-11,digital,affluent,West,True,
363,2025-10-27,branch,affluent,North,True,17.0
364,2025-11-03,digital,mass,East,False,
365,2021-12-11,digital,mass,East,True,
366,2023-06-03,digital,affluent,South,True,
367,2025-01-19,digital,SME,North,True,
368,2024-08-28,digital,mass,West,True,
369,2021-12-23,digital,SME,North,True,
370,2023-03-07,branch,mass,North,True,12.0
371,2025-11-10,branch,affluent,West,False,1.0
372,2023-10-07,branch,mass,West,False,24.0
373,2021-07-21,digital,mass,South,True,
374,2023-04-27,branch,mass,East,True,23.0
375,2021-09-13,branch,affluent,West,True,6.0
376,2022-06-23,branch,SME,West,True,24.0
377,2023-07-27,branch,mass,North,True,22.0
378,2022-07-27,digital,mass,West,True,
379,2023-04-03,digital,mass,West,False,
380,2024-01-17,branch,mass,North,True,20.0
381,2025-06-12,digital,mass,North,True,
382,2023-10-12,branch,mass,North,False,22.0
383,2025-03-06,branch,SME,South,True,22.0
384,2025-02-03,digital,mass,East,True,
385,2022-05-14,branch,mass,West,True,5.0
386,2022-01-17,branch,mass,North,True,2.0
387,2022-06-19,digital,mass,North,False,
388,2024-11-06,branch,affluent,East,True,17.0
389,2024-05-14,branch,mass,South,True,25.0
390,2021-11-16,branch,mass,West,True,25.0
391,2021-02-24,branch,mass,South,True,8.0
392,2022-10-26,branch,mass,South,True,20.0
393,2024-05-17,branch,mass,South,False,5.0
394,2025-10-03,digital,mass,North,True,
395,2021-09-05,digital,mass,East,False,
396,2025-02-08,digital,mass,East,False,
397,2025-09-21,digital,mass,East,True,
398,2022-01-07,digital,mass,South,True,
399,2021-02-04,branch,mass,West,True,18.0
400,2023-10-05,branch,mass,South,True,18.0
401,2024-06-23,branch,SME,East,True,16.0
402,2023-03-11,branch,mass,North,True,11.0
403,2022-07-11,branch,mass,South,True,8.0
404,2023-09-12,branch,mass,North,True,12.0
405,2022-07-03,digital,mass,East,True,
406,2021-01-11,digital,mass,South,True,
407,2024-03-25,branch,affluent,North,True,18.0
408,2022-04-14,branch,mass,South,True,8.0
409,2023-04-20,branch,mass,East,True,16.0
410,2024-03-03,digital,mass,West,True,
411,2025-12-21,digital,SME,East,True,
412,2022-02-06,branch,mass,West,True,21.0
413,2021-06-06,digital,mass,West,True,
414,2023-01-21,branch,SME,East,True,15.0
415,2025-09-05,branch,affluent,North,True,25.0
416,2025-03-11,branch,affluent,South,True,22.0
417,2023-10-29,branch,mass,South,True,24.0
418,2025-11-29,digital,mass,South,True,
419,2024-09-02,digital,mass,West,True,
420,2022-12-26,branch,mass,West,True,2.0
421,2024-02-14,digital,mass,East,True,
422,2025-08-31,digital,affluent,North,True,
423,2025-02-18,digital,affluent,East,True,
424,2021-12-10,branch,mass,East,True,17.0
425,2023-10-09,branch,mass,North,True,24.0
426,2023-03-12,branch,mass,West,True,4.0
427,2025-10-21,branch,affluent,East,True,16.0
428,2021-02-26,branch,mass,East,True,7.0
429,2025-12-04,digital,affluent,West,True,
430,2022-07-20,branch,mass,South,True,8.0
431,2021-06-10,branch,mass,North,True,25.0
432,2022-11-08,branch,affluent,North,True,9.0
433,2025-12-13,branch,mass,South,True,14.0
434,2023-09-02,branch,mass,North,True,23.0
435,2022-04-30,branch,affluent,South,True,9.0
436,2025-07-06,branch,mass,East,True,15.0
437,2024-05-01,branch,mass,North,True,21.0
438,2021-06-27,branch,mass,North,True,4.0
439,2025-07-25,digital,mass,East,True,
440,2021-12-05,branch,affluent,West,True,22.0
441,2022-12-05,branch,affluent,West,True,10.0
442,2024-08-03,branch,affluent,East,True,25.0
443,2023-02-11,digital,mass,North,True,
444,2023-06-07,branch,mass,North,True,18.0
445,2023-07-12,branch,mass,North,True,11.0
446,2023-04-24,digital,affluent,South,False,
447,2024-09-04,branch,mass,West,True,19.0
448,2021-09-27,digital,mass,North,True,
449,2022-01-27,branch,affluent,West,True,13.0
450,2023-04-21,branch,mass,West,True,25.0
451,2021-10-26,branch,mass,North,False,4.0
452,2021-08-16,digital,mass,East,True,
453,2024-03-06,branch,affluent,East,True,16.0
454,2021-01-20,digital,mass,West,True,
455,2025-04-01,branch,SME,South,True,10.0
456,2024-12-26,digital,mass,West,True,
457,2025-11-21,branch,SME,West,True,8.0
458,2024-04-18,digital,mass,East,True,
459,2024-03-20,branch,mass,North,True,16.0
460,2023-08-09,branch,affluent,North,True,10.0
461,2022-10-09,branch,affluent,South,True,22.0
462,2022-02-20,branch,mass,East,True,21.0
463,2024-09-20,branch,affluent,East,True,7.0
464,2021-01-30,branch,affluent,West,True,19.0
465,2022-09-07,digital,mass,East,True,
466,2021-06-12,branch,mass,West,True,13.0
467,2025-10-01,digital,affluent,South,True,
468,2022-11-08,digital,mass,East,True,
469,2021-11-03,branch,mass,East,True,9.0
470,2021-12-05,digital,affluent,West,True,
471,2026-01-02,digital,mass,East,True,
472,2021-08-03,branch,mass,North,True,20.0
473,2022-02-02,branch,SME,South,True,22.0
474,2023-09-23,branch,mass,North,True,23.0
475,2024-10-15,branch,affluent,West,True,12.0
476,2022-05-04,branch,affluent,West,True,24.0
477,2022-01-04,branch,mass,West,True,19.0
478,2022-05-26,digital,mass,South,True,
479,2021-10-24,digital,mass,East,True,
480,2023-05-21,branch,mass,North,True,22.0
481,2023-04-12,branch,mass,East,True,7.0
482,2022-04-29,branch,mass,West,True,15.0
483,2024-09-13,branch,mass,East,True,16.0
484,2024-09-15,branch,mass,South,True,4.0
485,2025-07-01,digital,mass,West,True,
486,2022-06-09,branch,mass,East,True,16.0
487,2022-09-13,digital,mass,North,True,
488,2022-01-11,digital,mass,West,True,
489,2024-07-31,branch,mass,West,True,24.0
490,2025-03-06,digital,mass,South,True,
491,2026-01-06,branch,mass,South,True,15.0
492,2021-04-26,branch,affluent,North,True,25.0
493,2025-09-28,branch,mass,East,True,8.0
494,2026-01-01,digital,mass,East,True,
495,2021-08-29,digital,mass,West,True,
496,2022-12-27,digital,mass,West,True,
497,2023-05-15,digital,mass,East,True,
498,2024-02-27,digital,SME,East,False,
499,2021-02-05,digital,mass,East,True,
500,2022-08-02,digital,SME,West,True,
501,2021-05-05,digital,mass,South,True,
502,2023-01-17,branch,mass,South,True,22.0
503,2023-10-21,branch,mass,North,True,21.0
504,2024-04-22,digital,mass,East,False,
505,2025-04-28,branch,mass,East,False,1.0
506,2023-10-16,branch,mass,East,True,20.0
507,2025-07-30,digital,mass,North,True,
508,2021-05-01,branch,mass,East,True,15.0
509,2022-07-02,branch,mass,South,True,21.0
510,2022-07-28,digital,mass,East,True,
511,2024-08-09,digital,mass,North,False,
512,2023-02-05,branch,mass,West,True,24.0
513,2024-03-24,digital,affluent,West,False,
514,2021-03-14,digital,mass,South,True,
515,2024-07-27,branch,mass,South,True,6.0
516,2021-03-22,branch,mass,South,False,3.0
517,2025-06-03,digital,affluent,West,True,
518,2021-08-25,branch,mass,East,True,13.0
519,2024-05-29,branch,mass,North,True,24.0
520,2024-09-01,branch,mass,North,True,15.0
521,2021-12-07,branch,mass,East,True,6.0
522,2025-06-03,branch,mass,West,True,9.0
523,2023-02-22,branch,mass,West,True,10.0
524,2023-09-24,branch,affluent,North,True,9.0
525,2021-09-28,branch,mass,South,True,18.0
526,2022-11-12,digital,mass,South,True,
527,2024-12-01,branch,mass,North,True,24.0
528,2025-11-27,digital,mass,North,True,
529,2025-06-27,branch,mass,East,True,9.0
530,2023-04-16,digital,mass,East,True,
531,2025-04-28,branch,mass,East,True,13.0
532,2022-03-23,digital,mass,East,True,
533,2021-03-16,digital,mass,East,True,
534,2024-11-23,branch,mass,East,True,19.0
535,2025-08-26,digital,mass,South,True,
536,2021-09-08,branch,mass,North,True,1.0
537,2025-01-22,branch,SME,West,False,11.0
538,2023-10-13,branch,mass,East,False,5.0
539,2022-01-26,branch,mass,South,True,7.0
540,2025-02-16,branch,SME,North,True,13.0
541,2025-03-06,branch,mass,North,False,23.0
542,2021-09-21,digital,SME,North,True,
543,2025-07-14,branch,mass,East,True,13.0
544,2025-12-06,branch,mass,East,True,6.0
545,2022-01-13,branch,mass,West,False,15.0
546,2021-04-05,branch,affluent,East,True,8.0
547,2023-08-15,branch,mass,North,True,11.0
548,2022-08-13,digital,SME,North,True,
549,2024-11-21,branch,mass,South,False,9.0
550,2022-10-11,branch,affluent,South,True,4.0
551,2021-04-29,branch,mass,West,True,14.0
552,2024-02-26,branch,mass,South,True,4.0
553,2021-06-11,digital,SME,West,True,
554,2023-05-24,branch,SME,South,True,15.0
555,2022-10-27,branch,mass,North,True,21.0
556,2025-06-03,digital,mass,East,True,
557,2025-08-28,branch,mass,East,True,14.0
558,2023-11-25,digital,mass,West,True,
559,2021-09-25,branch,mass,East,True,6.0
560,2024-04-21,digital,mass,East,True,
561,2021-07-22,branch,mass,South,True,25.0
562,2025-02-19,digital,affluent,North,True,
563,2023-02-02,branch,mass,East,True,4.0
564,2021-11-17,branch,mass,North,True,1.0
565,2022-11-12,branch,mass,South,True,4.0
566,2025-12-16,digital,mass,South,True,
567,2023-06-17,digital,mass,East,True,
568,2023-03-03,digital,mass,East,True,
569,2022-10-31,branch,mass,South,False,15.0
570,2023-07-21,digital,affluent,South,True,
571,2024-02-27,branch,mass,West,True,14.0
572,2025-04-23,branch,SME,West,True,18.0
573,2024-05-08,branch,affluent,North,True,4.0
574,2022-10-04,digital,affluent,South,True,
575,2024-11-28,branch,mass,North,True,3.0
576,2023-11-10,branch,mass,South,True,13.0
577,2024-07-28,digital,mass,North,True,
578,2025-03-10,branch,mass,West,True,4.0
579,2023-05-13,branch,mass,South,True,4.0
580,2022-02-06,branch,mass,South,True,11.0
581,2024-07-28,branch,mass,North,True,14.0
582,2021-10-29,branch,mass,North,True,25.0
583,2021-07-24,branch,mass,East,True,7.0
584,2022-04-27,digital,SME,East,True,
585,2022-05-05,branch,mass,West,True,7.0
586,2024-04-14,branch,mass,South,True,8.0
587,2022-05-18,digital,mass,South,False,
588,2026-01-09,branch,affluent,North,True,7.0
589,2021-11-17,branch,mass,West,True,24.0
590,2025-02-28,branch,mass,South,True,16.0
591,2021-12-10,branch,mass,West,True,25.0
592,2021-11-26,branch,mass,East,True,17.0
593,2025-10-24,digital,mass,North,True,
594,2025-06-04,digital,affluent,South,True,
595,2025-07-18,branch,affluent,North,True,17.0
596,2022-05-30,branch,affluent,East,True,18.0
597,2024-10-02,branch,affluent,West,True,4.0
598,2022-06-07,digital,mass,West,True,
599,2023-06-26,branch,affluent,East,True,15.0
600,2021-02-16,branch,mass,East,False,22.0
601,2023-06-03,branch,mass,South,True,17.0
602,2021-10-26,branch,mass,South,True,13.0
603,2025-06-28,digital,mass,South,True,
604,2021-08-25,branch,mass,South,True,3.0
605,2023-10-15,digital,mass,South,True,
606,2023-08-01,branch,mass,West,True,17.0
607,2022-02-27,digital,affluent,South,True,
608,2021-01-12,branch,mass,East,True,22.0
609,2023-02-06,branch,mass,East,True,7.0
610,2023-01-10,digital,affluent,South,True,
611,2023-03-18,digital,mass,East,True,
612,2024-01-10,digital,affluent,North,True,
613,2025-01-24,branch,mass,West,True,4.0
614,2025-05-25,digital,SME,West,True,
615,2023-07-27,branch,mass,South,False,5.0
616,2023-02-09,digital,mass,North,True,
617,2024-06-24,branch,mass,South,True,22.0
618,2025-10-04,digital,mass,South,True,
619,2023-06-02,digital,SME,East,True,
620,2023-12-15,digital,mass,West,True,
621,2024-03-29,branch,mass,North,True,25.0
622,2021-06-07,branch,mass,East,False,13.0
623,2025-10-09,digital,affluent,West,True,
624,2023-03-10,branch,mass,West,True,21.0
625,2023-02-05,digital,SME,South,True,
626,2024-06-09,digital,mass,North,True,
627,2024-07-01,branch,mass,South,True,3.0
628,2021-05-22,digital,mass,East,False,
629,2022-08-22,branch,affluent,South,True,15.0
630,2025-03-30,digital,affluent,South,True,
631,2022-05-31,digital,mass,West,True,
