account_id,customer_id,product_id,open_date,close_date,avg_daily_balance
87,6817,5,2023-05-02,,1030.95
88,6317,1,2023-08-14,,29825.46
89,9171,3,2022-08-03,,13005.65
90,3094,3,2021-10-30,,1527.82
91,6954,3,2025-02-09,,8388.03
92,621,5,2024-03-29,,11315.86
93,3466,4,2024-09-04,,19729.24
94,6191,3,2023-10-01,,7686.53
95,9824,3,2021-10-13,,8094.73
96,5245,1,2025-04-19,,7158.46
97,5415,1,2024-09-17,,25230.06
98,4936,4,2024-11-29,,53479.18
99,9753,6,2025-02-04,,10926.4
100,6714,4,2022-06-14,,4496.79
101,6075,4,2025-07-02,,11877.29
102,6682,4,2025-06-04,,53143.21
103,5417,1,2023-08-13,,8175.81
104,8236,3,2022-04-25,,4003.33
105,4470,1,2025-12-09,2026-09-26,40214.84
106,6757,2,2022-12-06,,10238.94
107,1028,2,2025-02-15,,8984.5
108,9919,6,2023-10-03,,1845.52
109,9025,3,2022-02-21,,9103.64
110,7801,4,2024-12-26,,19424.89
111,1389,3,2022-02-02,,4921.42
112,913,2,2022-06-19,,6434.18
113,9285,6,2022-09-10,,8444.58
114,7640,3,2021-02-16,,8716.78
115,7673,4,2023-08-20,,9941.13
116,5433,6,2022-10-18,,46617.28
117,5192,6,2021-01-29,,5051.04
118,9462,1,2024-02-15,,4193.15
119,758,4,2021-07-23,,3595.61
120,9981,1,2021-06-29,,5875.85
121,8044,2,2024-07-15,,2734.62
122,5193,5,2021-07-03,,6489.74
123,2834,3,2021-09-04,,18151.45
124,7696,5,2025-12-05,,22250.96
125,3062,4,2024-04-27,,2831.1
126,2088,1,2023-10-27,,5588.89
127,3111,4,2024-09-12,,13860.46
128,7029,4,2022-02-22,,4439.01
129,3244,2,2024-05-18,,20938.92
130,7658,4,2024-09-04,,6801.58
131,7600,3,2025-10-06,,1578.16
132,1725,2,2024-09-25,,11748.61
133,9126,5,2021-02-19,,17747.55
134,555,4,2022-10-27,,3393.58
135,8196,5,2023-01-29,,4842.83
136,1285,3,2022-05-21,,4372.99
137,4977,3,2024-03-04,,11036.26
138,6159,3,2022-05-27,,3596.05
139,8280,5,2025-07-21,,6797.93
140,6104,5,2021-01-25,,2801.21
141,5104,1,2022-10-20,2023-12-15,6543.82
142,9833,2,2024-11-20,,7687.25
143,217,6,2021-08-29,,4962.64
144,6554,4,2023-05-03,2023-08-07,1418.37
145,8383,2,2025-08-13,,56661.81
146,1734,3,2023-12-20,,11854.28
147,4713,4,2024-06-15,,4333.45
148,7195,1,2025-04-05,,11512.07
149,1206,2,2025-09-17,,17924.75
150,2643,3,2025-02-20,,12981.97
151,6374,4,2021-04-06,,16497.03
152,3356,4,2025-04-10,,22848.43
153,2165,3,2025-03-01,,3596.97
154,100,5,2021-04-16,,5871.49
155,600,2,2021-02-16,,8767.39
156,9052,4,2025-12-08,,12132.03
157,5785,5,2021-10-09,,11066.35
158,6439,1,2024-11-01,,981.58
159,5843,4,2024-06-11,,139093.72
160,7181,4,2022-06-10,,43029.51
161,7743,1,2023-04-24,,4652.2
162,9186,1,2022-05-30,,15891.41
163,3911,6,2021-07-27,2022-01-24,4025.38
164,9369,6,2023-09-10,,2919.17
165,5821,4,2023-06-02,2025-04-18,3331.22
166,1377,3,2022-09-29,2024-06-13,5036.16
167,8764,1,2024-11-10,,12728.28
168,9708,5,2023-07-22,,13388.01
169,4660,1,2021-03-05,,6559.17
170,8372,4,2022-11-06,,1625.06
171,726,4,2022-02-16,,12624.52
172,1041,2,2025-07-22,,32682.35
173,6270,5,2023-09-15,,6501.91
174,82,2,2023-10-27,,7588.62
175,5736,1,2026-01-09,,65839.06
176,1206,2,2025-09-17,2026-08-22,19407.9
177,6674,4,2021-05-01,,3169.19
178,5773,3,2022-12-13,,2665.85
179,6143,1,2023-11-18,,2374.0
180,2982,4,2021-05-20,,11842.14
181,5307,1,2023-06-29,2025-01-12,40258.01
182,3447,2,2024-10-26,,14363.64
183,9683,2,2023-11-01,,3098.98
184,2289,6,2021-05-08,,19067.93
185,5857,1,2021-11-27,,3659.78
186,2382,6,2024-03-07,,98373.65
187,8240,1,2022-10-13,2023-07-20,4631.38
188,4009,2,2021-04-26,,2785.69
189,7272,1,2021-10-09,,10995.8
190,8655,6,2025-08-30,,19730.64
191,5194,2,2023-04-30,,11669.77
192,7735,6,2021-10-21,,11226.15
193,2365,1,2022-07-27,,15936.63
194,7922,3,2022-08-30,,8818.73
195,1794,1,2021-06-24,,12135.24
196,3541,1,2025-08-19,,18038.08
197,9226,4,2023-10-16,,2381.11
198,8780,3,2024-08-15,,6325.19
199,7426,2,2023-03-25,,16615.22
200,5753,2,2023-10-02,2025-01-22,1775.31
201,6977,5,2023-03-11,,11496.36
202,2775,3,2022-12-14,,4994.63
203,476,3,2022-05-04,,6309.89
204,4341,1,2025-10-20,,8354.76
205,7505,4,2023-10-13,,1678.89
206,4584,2,2022-01-08,,4602.2
207,7889,2,2024-05-31,,30134.83
208,5024,4,2023-01-14,,1139.13
209,5582,6,2022-05-17,,40641.74
210,5486,4,2022-01-01,,4564.03
211,3567,6,2021-01-11,,4523.8
212,6361,6,2021-11-01,,8925.81
213,1349,3,2022-09-08,,34227.11
214,2358,6,2024-02-22,,2113.63
215,5001,4,2025-09-30,,4762.67
216,5215,4,2025-08-21,,16907.51
217,5909,1,2025-11-04,,17569.11
218,4609,3,2025-12-05,,49345.46
219,2447,6,2022-09-11,2024-10-18,2736.96
220,9793,5,2021-12-12,,2491.44
221,3078,5,2021-07-30,,18619.01
222,6056,2,2025-04-23,,4190.39
223,8099,4,2024-09-29,,12641.91
224,9879,1,2023-07-17,,16508.15
225,4756,4,2024-04-13,,1574.35
226,2002,2,2025-04-01,,50871.92
227,8327,4,2023-02-07,,11560.65
228,1790,5,2021-03-11,,4525.78
229,7248,3,2025-08-03,,9020.1
230,7949,4,2024-02-24,,9928.59
231,2908,6,2024-11-21,,10449.56
232,6535,5,2022-03-09,,19481.05
233,6743,5,2021-10-21,,4598.51
234,7063,2,2022-04-19,,9569.21
235,2271,3,2025-08-29,,5974.82
236,9020,2,2022-08-07,,11501.63
237,7987,1,2021-05-14,,9520.24
238,9536,6,2023-08-12,,1064.17
239,7274,3,2023-01-12,,4182.84
240,6397,1,2024-12-08,,1336.53
241,4295,3,2022-02-23,,47966.14
242,3128,5,2022-04-08,,20417.79
243,7072,1,2022-11-06,,2303.9
244,8599,3,2022-07-16,,18765.24
245,1462,3,2023-06-29,,5154.91
246,1775,1,2021-02-28,,9658.41
247,5577,3,2021-09-22,,1067.64
248,9563,2,2023-07-08,,12239.47
249,8678,2,2024-11-02,,12288.54
250,6997,1,2022-01-15,,1346.64
251,363,5,2025-10-27,2027-01-19,29339.34
252,8134,4,2025-03-11,2026-08-21,25779.01
253,3802,1,2025-04-01,,9815.88
254,212,6,2022-05-18,,5465.32
255,4797,1,2025-12-13,,6042.86
256,8015,1,2025-04-05,,42043.05
257,7021,6,2024-09-25,,50216.63
258,2662,6,2021-10-03,,4666.06
259,9108,6,2023-05-11,,1419.45
260,9653,1,2021-03-07,,7054.62
261,1094,2,2021-02-09,,29160.42
262,7745,1,2023-05-02,,4207.62
263,5054,5,2025-07-24,,2869.17
264,9926,4,2022-06-04,,53871.26
265,1552,4,2024-02-19,,1885.06
266,9526,5,2021-10-03,,33070.57
267,9057,1,2024-11-19,,8403.66
268,9479,4,2025-06-30,,7586.74
269,4156,2,2025-11-07,2027-01-11,12581.57
270,4618,4,2022-02-04,,7385.56
271,8501,6,2022-09-07,,7531.56
272,1544,5,2022-12-14,,3383.81
273,1406,4,2023-09-08,,5640.26
274,6485,5,2025-07-24,,16042.71
275,5722,1,2024-06-10,,2451.91
276,1573,4,2024-04-30,,19402.78
277,2002,5,2025-04-01,,6745.41
278,9092,2,2025-04-01,2026-08-25,2444.14
279,1108,2,2025-04-10,,7150.4
280,8176,3,2023-07-04,,12340.59
281,3306,4,2025-09-06,,3688.19
282,4858,1,2021-10-31,,33218.63
283,7272,6,2021-10-09,,20107.56
284,4321,3,2025-03-19,,15288.38
285,5513,4,2022-10-12,,6331.91
286,8594,2,2022-10-29,,18841.47
287,3248,1,2025-09-13,,25691.16
288,3857,2,2021-01-25,,4427.55
289,10000,4,2021-07-11,,8034.26
290,9582,6,2025-08-14,,6896.61
291,5293,1,2025-01-11,2025-09-13,6606.95
292,4400,1,2022-01-24,,32956.93
293,2399,3,2024-08-08,,26733.09
294,8284,1,2025-06-14,,22646.86
295,5223,4,2024-05-26,,14764.73
296,2180,6,2023-09-30,,8514.74
297,1313,6,2022-11-19,2023-11-03,6874.87
298,9091,5,2022-04-19,,12666.73
299,3173,5,2023-03-22,,1698.76
300,5933,1,2022-03-31,,19819.65
301,3093,5,2023-08-11,2024-03-11,21309.28
302,8441,6,2023-01-19,,3228.75
303,2633,4,2022-11-29,,2103.13
304,3385,3,2025-10-10,,14022.34
305,4264,2,2021-12-28,,1752.76
306,3705,2,2025-10-27,,10947.95
307,5629,4,2022-02-25,,3759.27
308,1198,3,2022-04-30,,1967.58
309,4504,4,2024-07-02,,16773.54
310,8693,1,2025-11-19,,33170.74
311,9354,3,2025-04-15,2027-04-23,5485.06
312,8291,6,2022-06-19,2023-09-12,18698.29
313,3129,5,2024-02-02,,3781.91
314,2295,1,2021-12-17,,19827.02
315,8905,5,2025-02-21,,4994.79
316,3915,1,2021-11-28,,33957.56
317,8299,1,2025-06-18,,857.44
318,6989,1,2022-08-13,,4818.26
319,8238,1,2021-01-26,2022-01-17,5649.0
320,3132,3,2021-08-17,,1686.25
321,9142,3,2024-12-24,,16508.8
322,3799,1,2023-10-01,,7762.57
323,5238,4,2024-04-03,,17649.75
324,4725,1,2025-08-30,2026-08-28,3870.79
325,6536,1,2023-04-26,,2701.73
326,3318,4,2025-01-29,,4664.07
327,4045,4,2025-03-08,,2430.1
328,7359,1,2024-07-10,,5822.55
329,2222,2,2023-03-26,,30995.48
330,4268,2,2021-10-23,,10649.56
331,9150,4,2021-09-04,,15754.01
332,6820,1,2024-10-18,,5196.46
333,4905,6,2021-08-01,,3174.69
334,4719,5,2026-01-06,,9792.57
335,4815,5,2021-06-03,,8535.82
336,9627,1,2024-05-28,,24072.66
337,7238,1,2024-06-28,,28676.0
338,2985,1,2024-09-13,,21030.5
339,5637,5,2023-10-08,,65533.95
340,3257,5,2022-11-16,2025-04-06,8622.16
341,9629,4,2024-04-02,,15326.74
342,4474,3,2023-03-01,,27477.83
343,8165,4,2021-03-12,,18674.25
344,7180,4,2021-03-14,,22048.32
345,1433,2,2025-09-20,,8704.02
346,9967,6,2025-05-18,,7591.41
347,418,4,2025-11-29,,6019.71
348,6475,4,2021-01-21,,6663.87
349,983,4,2024-02-04,,8496.51
350,6424,4,2023-03-13,,4153.21
351,1139,3,2024-11-21,,2653.76
352,2929,2,2023-09-26,,2563.57
353,9426,5,2024-02-04,,29212.46
354,4543,6,2021-04-30,,5299.29
355,831,1,2025-03-11,,14799.51
356,7633,5,2023-01-26,,6991.45
357,4289,2,2022-05-24,,30538.24
358,2861,4,2023-11-17,,2311.96
359,7106,5,2024-10-26,,6792.89
360,5376,4,2025-10-18,,4836.37
361,7791,6,2023-07-25,,8045.27
362,2472,3,2023-06-24,,20169.0
363,6235,3,2025-10-13,,7323.93
364,4837,6,2022-04-22,,4438.3
365,6289,6,2024-01-16,2026-02-24,8081.44
366,7596,2,2023-02-15,,5907.42
367,4338,6,2023-04-30,,12894.6
368,9702,5,2024-02-25,,631.51
369,5151,3,2022-09-05,,5722.8
370,8965,6,2023-06-06,,8575.93
371,5180,2,2024-09-01,,17773.33
372,1779,2,2023-11-13,,19917.94
373,8781,2,2023-07-09,,4133.15
374,273,5,2022-04-19,,5313.49
375,1502,6,2024-06-04,,1503.47
376,6903,5,2023-07-04,,9072.86
377,7089,2,2022-06-14,2023-05-27,97567.2
378,3577,1,2021-07-20,,9806.94
379,7629,6,2025-08-09,,4059.38
380,5728,6,2024-09-19,,9616.19
381,1282,5,2023-12-27,,1045.65
382,9007,5,2021-04-21,,17202.78
383,1270,1,2022-02-07,2024-04-08,30133.55
384,4336,5,2025-02-05,,6555.49
385,9344,5,2024-02-19,,3528.52
386,9930,6,2022-08-31,,5245.08
387,2255,3,2022-12-01,,5571.15
388,1576,1,2025-03-28,,13513.41
389,9025,3,2022-02-21,,10575.73
390,9562,6,2022-05-29,,7383.76
391,8760,1,2022-12-03,,8112.84
392,3188,1,2021-04-02,,4229.01
393,3284,1,2024-02-06,,14941.02
394,599,5,2023-06-26,,8216.7
395,6412,2,2023-09-30,,1697.73
396,8236,4,2022-04-25,,16848.84
397,1882,2,2025-11-11,,6024.95
398,3544,5,2024-11-10,,5382.14
399,6153,5,2025-08-07,,49909.8
400,1884,4,2025-02-04,,12303.06
401,7357,5,2025-08-06,,15814.75
402,8573,1,2022-11-06,,4491.49
403,5952,3,2023-06-22,,4497.39
404,5763,3,2024-10-27,,33748.03
405,6871,1,2022-09-26,,95994.1
406,2163,2,2021-12-11,,20844.07
407,1659,3,2023-09-06,,640.73
408,6583,1,2021-07-03,,3836.79
409,8038,2,2021-10-18,,7616.46
410,2893,6,2023-08-19,,6944.77
411,6044,3,2022-09-07,,6927.13
412,2983,1,2024-10-06,,1950.36
413,9068,3,2022-08-23,,55414.91
414,7872,3,2025-03-08,,14204.94
415,3516,3,2023-08-10,,3776.75
416,7828,4,2023-06-22,,4536.51
417,28,2,2021-07-25,,14858.12
418,636,3,2024-05-24,,6286.97
419,2016,1,2024-06-20,2026-03-15,9223.79
420,587,4,2022-05-18,,12402.18
421,7526,5,2024-03-12,,4856.86
422,3623,5,2023-10-20,,45690.46
423,7416,2,2021-04-23,,772.85
424,3471,1,2021-10-18,,3730.19
425,3715,4,2022-07-28,,18305.18
426,2396,1,2023-08-29,,4083.23
427,3471,4,2021-10-18,,6896.68
428,9475,6,2022-03-22,,28154.02
429,6901,6,2024-07-09,,13054.76
430,6563,6,2024-06-25,,9144.65
431,8583,4,2024-03-12,,26118.78
432,5982,5,2025-06-16,,4574.63
433,6133,6,2025-05-21,2025-09-02,12507.37
434,1951,2,2022-09-11,,13543.91
435,2638,2,2025-08-31,,2529.36
436,5968,1,2021-02-13,,3454.95
437,6259,4,2025-04-03,,1463.6
438,8196,6,2023-01-29,,10624.43
439,7907,4,2023-08-29,,28070.42
440,4105,3,2025-05-15,,3649.05
441,7492,2,2023-10-04,2024-02-14,769.48
442,3539,4,2023-09-26,,7710.96
443,2748,1,2021-08-16,,26889.67
444,1675,6,2021-06-28,,5694.78
445,9124,5,2025-01-18,,13676.87
446,8317,6,2023-10-02,,884.9
447,8066,5,2025-07-27,,14339.77
448,2866,2,2022-09-20,,37404.27
449,8451,6,2025-05-02,,51499.54
450,7027,2,2023-02-10,,21903.8
451,9164,3,2025-07-04,,104113.06
452,8184,2,2024-03-09,,19335.03
453,7802,4,2024-04-05,,7357.17
454,1147,4,2023-02-09,,5077.74
455,4685,4,2022-04-22,,1568.56
456,6802,4,2025-01-24,,4280.68
457,893,3,2021-02-20,,2701.03
458,4314,2,2022-08-01,2024-02-20,17904.18
459,6829,2,2024-04-04,,2508.53
460,3624,2,2021-02-11,,2892.46
461,8039,3,2023-09-22,,21118.89
462,360,3,2023-04-10,,4737.61
463,1489,4,2023-09-13,,18954.91
464,5761,6,2023-02-16,,47029.64
465,291,3,2024-09-08,,3207.51
466,4956,3,2023-10-18,2025-10-09,11091.0
467,2114,1,2022-06-26,,150030.53
468,6941,4,2023-03-19,2024-06-20,15688.68
469,5675,4,2021-03-15,,20657.2
470,6265,1,2025-09-01,,7184.36
471,6336,2,2022-10-21,,9751.47
472,5474,6,2024-10-16,,17749.07
473,1567,1,2022-02-10,,2505.59
474,480,1,2023-05-21,,2119.37
475,4893,6,2024-12-25,,12123.52
476,5193,6,2021-07-03,,6409.68
477,7559,1,2021-06-11,2022-08-02,2161.03
478,7098,3,2022-12-08,,1723.97
479,1100,1,2023-09-19,,22812.07
480,2236,5,2025-09-12,,7817.55
481,8668,1,2022-06-01,,5297.95
482,917,2,2025-10-27,,7936.58
483,4745,2,2023-05-19,,8407.65
484,4898,6,2021-01-27,,6556.47
485,6191,2,2023-10-01,,1561.17
486,9552,1,2024-07-16,,11932.73
487,1308,4,2022-07-21,,3021.85
488,2222,2,2023-03-26,,5411.81
489,7475,1,2021-04-14,,12686.59
490,4975,2,2021-04-29,,17624.64
491,6115,3,2023-04-23,,11135.5
492,8895,3,2023-06-22,,9121.17
493,118,1,2021-03-12,,19972.06
494,3264,2,2021-01-16,,12469.72
495,5044,2,2021-04-24,,3160.12
496,4668,5,2025-07-05,,19754.02
497,4619,6,2023-07-20,,18449.35
498,8964,6,2023-04-12,,9581.82
499,6799,2,2022-07-25,,15238.55
500,1288,4,2024-10-01,,10364.8
501,7659,3,2022-06-15,,307.9
502,9560,2,2024-07-25,,5434.83
503,8048,4,2022-02-12,,6898.11
504,8291,6,2022-06-19,,6716.57
505,1047,1,2023-12-24,,4948.52
506,5383,3,2025-02-15,,7863.29
507,5445,1,2025-10-24,,17461.43
508,3804,6,2025-11-21,,10366.57
509,3756,6,2021-12-07,,6790.56
510,4483,2,2022-05-08,,1176.53
511,8798,1,2022-04-07,,23450.01
512,2170,6,2022-08-14,,5052.33
513,5420,3,2025-12-04,2028-01-20,45742.55
514,563,1,2023-02-02,,3380.11
515,6461,1,2021-07-23,,16547.65
516,5939,1,2023-10-26,,7104.64
517,4001,4,2021-07-10,,2495.92
518,8212,4,2021-10-01,,20767.08
519,4638,2,2023-03-21,2024-12-17,1612.25
520,3961,1,2021-03-12,,9600.24
521,9516,4,2023-06-16,,9154.02
522,3542,3,2025-01-27,2025-10-24,3903.31
523,3158,3,2022-12-09,,26970.18
524,5862,6,2024-03-01,,10199.79
525,6549,1,2021-09-22,,46663.01
526,7122,2,2023-11-15,2026-02-01,10682.81
527,6837,6,2023-05-20,,13940.04
528,7307,4,2021-03-08,,958.39
529,7178,6,2024-10-01,,16210.66
530,1315,4,2021-06-02,,12736.25
531,2427,4,2022-01-07,,4893.98
532,940,6,2024-07-04,,3903.52
533,8430,2,2023-01-25,,6504.28
534,8836,5,2025-11-18,,19216.7
535,8377,4,2023-09-14,,2538.69
536,1831,1,2021-01-31,,2223.08
537,7888,4,2022-05-03,,18133.36
538,1786,4,2026-01-06,,5399.19
539,9641,5,2021-03-21,,7021.9
540,8030,6,2024-09-14,,7158.51
541,7491,1,2024-04-25,,11215.23
542,4578,1,2023-12-04,,28347.69
543,1382,1,2025-12-12,,2798.59
544,362,4,2024-12-11,,12452.38
545,1060,4,2022-02-27,,7912.71
546,8708,3,2024-07-26,,11026.62
547,5866,5,2025-08-28,,75864.13
548,8522,6,2023-10-01,,2363.43
549,6413,1,2022-01-08,,14878.51
550,3142,1,2023-04-20,,24338.79
551,5639,3,2022-01-15,2024-04-10,2977.57
552,3740,4,2024-12-19,,6341.48
553,293,3,2023-11-06,,4832.34
554,6031,3,2021-12-21,,33100.6
555,5406,4,2022-07-31,,8133.86
556,360,2,2023-04-10,,1630.07
557,1610,6,2023-04-01,,78810.11
558,1361,5,2024-08-22,,42868.81
559,624,2,2023-03-10,,20597.29
560,1566,2,2022-10-24,,6556.61
561,1921,5,2025-05-22,,2699.4
562,1512,2,2021-01-16,,6295.02
563,7547,4,2024-09-16,,20502.53
564,6488,2,2022-10-21,,6691.72
565,4714,2,2024-12-23,2026-11-08,4634.99
566,5920,6,2025-04-16,,1849.59
567,7930,2,2022-04-09,,3225.6
568,8767,4,2021-03-09,,2034.16
569,2002,3,2025-04-01,,9135.23
570,397,1,2025-09-21,,18225.61
571,5676,5,2023-04-20,,2262.77
572,4498,5,2021-11-14,,1532.4
573,1512,4,2021-01-16,,8164.85
574,2693,1,2025-12-16,,6445.21
575,2033,2,2023-02-04,,11361.59
576,6989,6,2022-08-13,,1808.69
577,5873,5,2024-07-13,,25212.93
578,9547,2,2022-03-16,,12301.27
579,4735,6,2022-11-21,,25118.22
580,7640,4,2021-02-16,,5087.45
581,9485,6,2022-03-29,,22394.56
582,4253,4,2021-12-29,2023-06-02,4593.98
583,4710,6,2021-02-20,,21467.96
584,1909,4,2023-03-04,,4754.65
585,5078,3,2023-03-10,,1200.96
586,1276,4,2023-06-03,,18790.45
587,59,2,2024-06-03,2026-10-04,4371.49
588,3924,3,2023-04-05,,20902.9
589,617,2,2024-06-24,,1595.16
590,3672,6,2023-05-27,,1373.76
591,5784,4,2023-04-09,,5384.43
592,1712,3,2025-05-21,,8217.63
593,1343,6,2023-05-10,,1423.3
594,4753,1,2024-01-03,2024-08-09,4393.8
595,4933,4,2021-09-15,,2574.7
596,1024,3,2024-08-18,,8883.41
597,6966,6,2025-04-23,,75186.7
598,734,3,2022-07-27,,5230.56
599,8590,3,2023-12-18,,4277.03
600,9161,5,2025-03-24,,9184.6
601,462,3,2022-02-20,,57556.13
602,8330,1,2022-11-10,,2667.45
603,762,4,2022-05-03,,8463.02
604,9055,4,2025-01-20,,98254.56
605,593,4,2025-10-24,,4071.04
606,5697,3,2021-02-17,,4846.7
607,7822,4,2022-04-16,,20522.76
608,2348,1,2023-11-22,2026-03-16,49212.64
609,1447,5,2024-05-13,,56341.32
610,1443,1,2023-10-02,,6987.35
611,2807,5,2024-08-09,2026-07-28,3156.7
612,7451,4,2021-01-28,,4342.12
613,3326,6,2022-04-22,,2715.73
614,6648,2,2025-11-09,,8751.94
615,3757,5,2025-12-31,2028-06-05,15775.19
616,1337,1,2024-02-23,,9856.26
617,5398,1,2023-08-06,,4952.44
618,8994,6,2024-08-30,,20868.45
619,8073,2,2024-08-18,,13816.95
620,7590,5,2025-10-18,,13134.73
621,8788,5,2025-10-10,,18048.11
622,2048,1,2022-09-22,,11164.66
623,8219,5,2026-01-01,,7222.93
624,2429,2,2025-01-10,,2405.5
625,5440,5,2025-10-12,2026-07-04,5991.11
626,131,5,2021-05-31,,3735.21
627,3068,2,2024-01-25,,47194.94
628,3352,4,2022-07-23,,42693.74
629,2333,5,2022-11-07,,34047.23
630,5317,6,2024-01-12,,5413.09
631,737,1,2023-05-24,,7180.15
632,3848,3,2022-01-15,,4266.29
633,1299,1,2024-03-24,,2441.81
634,1092,6,2025-07-06,,18647.21
635,233,1,2023-03-25,,3885.04
636,222,4,2023-09-19,,6190.27
637,8645,4,2021-05-09,,5601.98
638,5756,1,2022-06-03,,53885.75
639,4400,5,2022-01-24,,8523.23
640,936,1,2023-01-18,,19017.91
641,5734,6,2025-09-01,,5690.96
642,8131,5,2021-01-18,,4114.87
643,7568,2,2025-07-17,,12117.08
644,1344,2,2026-01-04,,22898.28
645,365,4,2021-12-11,,4828.86
646,9443,3,2022-08-09,,15822.83
647,8648,3,2023-01-04,,6193.07
648,9956,6,2021-04-28,,1495.52
649,9011,4,2021-03-18,,3690.5
650,3392,2,2021-12-17,2023-07-15,7871.6
651,736,4,2023-09-19,,10325.18
652,3607,2,2025-10-13,,15000.23
653,1468,5,2022-12-25,,36026.85
654,3515,6,2024-11-15,,8115.36
655,3776,2,2025-07-21,,1917.86
656,4662,2,2023-02-07,,10049.26
657,9012,2,2025-02-18,,5240.86
658,8157,3,2023-10-11,,2818.79
659,1715,2,2022-12-30,,8543.84
660,516,1,2021-03-22,,16174.03
661,5221,5,2025-07-14,2027-09-09,14844.35
662,9621,3,2022-11-14,,3387.62
663,5250,1,2024-06-19,,26714.25
664,8011,3,2025-07-12,,14319.35
665,9036,3,2024-04-16,2025-12-07,41569.99
666,8132,1,2024-02-28,2026-06-29,64570.79
667,6143,4,2023-11-18,,14947.24
668,3136,6,2022-08-13,2025-01-08,26865.32
669,5879,6,2024-11-29,,13646.37
670,7034,6,2025-01-24,,1730.85
671,4325,4,2022-07-02,,776.8
672,5072,2,2025-07-01,2026-01-16,4664.49
673,5943,1,2021-09-25,,12153.26
674,3980,2,2025-11-06,,1821.5
675,9469,6,2023-07-15,,8034.64
676,1512,4,2021-01-16,,18288.66
677,4901,1,2022-06-21,,1676.81
678,4660,1,2021-03-05,,21788.89
679,2963,1,2024-12-13,,10545.78
680,9087,2,2025-07-29,,8024.16
681,9046,3,2025-09-18,,2290.21
682,2411,3,2021-04-28,,16099.48
683,180,6,2025-06-15,,9486.5
